index,Location,Latitude,Longitude
3038,"Vologda, Russia",59.2180665,39.8978052
3039,"Granger, Utah",40.6965427,-111.9675509
3040,"Near At Ta'if, Jeddah, Saudi Arabia",21.2840782,40.4248192
3041,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",-82.8627519,135
3042,"San Andres Island, Colombia",12.5450153,-81.7075787
3043,"Cherskiy, Russia",68.742677,161.350784
3044,"Apolo, Bolivia",-14.7185395,-68.4157381
3045,"Cerro Toledo Mountain, Colombia",8.3166667,-73.4833333
3046,"Near Puerto Esperanza, Peru",-9.7721852,-70.7079258
3047,"Ankara, Turkey",39.9333635,32.8597419
3048,"Menari, Papua New Guinea",-6.314993,143.95555
3049,Haiti,18.971187,-72.285215
3050,Over the Atlantic Ocean,-14.5994134,-28.6731465
3051,"Shungnak, Alaska",66.8878642,-157.1398537
3052,"Elburz Mtns., near Tehran, Iran",35.7628968,51.4221023
3053,"Mt. Cemonyet, Indonesia",-0.789275,113.921327
3054,"Near Mandalay, Burma",21.9588282,96.0891032
3055,"Baracoa, Cuba",20.3474809,-74.5023819
3056,"Leeville, Louisiana",29.2498728,-90.2118976
3057,"Sydney, NSW, Australia",-33.8688197,151.2092955
3058,"Near Agra, India",27.1766701,78.0080745
3059,"Manila, Philippines",14.5995124,120.9842195
3060,"Near Warsaw, Poland",52.2296756,21.0122287
3061,"Near Yenice, Turkey",39.929543,27.259331
3062,"Houston, Texas",29.7604267,-95.3698028
3063,"Off Macae, Brazil",-22.3837126,-41.7827578
3064,"Florianopolis, Brazil",-27.5948076,-48.5569153
3065,"Krasnoyarsk, Russia",56.0152834,92.8932476
3066,"Posht-i-Badam, Iran",25.5051922,59.4454667
3067,"Tenerife, Canary Islands",28.2915637,-16.6291304
3068,"Don Muang, Thailand",13.9254892,100.5923206
3069,"Near Yachiba, Bolivia",-16.290154,-63.588653
3070,"Near Matala, Angola",-14.7398455,15.0148322
3071,"Near Dushanbe, Russia",61.52401,105.318756
3072,"Valley, Nebraska",41.3110284,-96.3465622
3073,"Tyrrhenian Sea, off Ustica, Italy",38.7031179,13.1682675
3074,"Near Alma-Ata, Kazakhstan, USSR",43.2379761,76.8828618
3075,"Cerro Lilio, Mexico",26.3,-106.45
3076,"Houma, Louisiana",29.5957696,-90.7195348
3077,"Nouadhibou, Mauretania",20.9425179,-17.0362272
3078,"Riyadh, Saudi Arabia",24.7135517,46.6752957
3079,"Near Jakarta, Indonesia",-6.1944491,106.8229198
3080,"Near Montelimar, France",44.556944,4.749496
3081,"Puerto Olaya, Colombia",6.47249,-74.3916
3082,"Off Freeport, Bahamas",26.5333159,-78.6429019
3083,"Kindu, Zaire",-2.9492205,25.9231471
3084,"Near Medina, Saudi Arabia",24.4672132,39.6024496
3085,"Near Kindu, Zaire",-2.9492205,25.9231471
3086,"Badakshan, Afghanistan",36.7347725,70.8119953
3087,"Near Cairo, Egypt",30.0444196,31.2357116
3088,"Seoul, South Korea",37.5518911,126.9917937
3089,"Near Medellin, Colombia",6.2476376,-75.5658153
3090,"Pecos City, Texas",31.4229124,-103.4932293
3091,"Dar es Salaam, Tanzania",-6.8165054,39.2894367
3092,"Near Rio Hacha, Colombia",11.5384151,-72.9167838
3093,"Qatar, Qatar",25.354826,51.183884
3094,"Ramstein AFB, West Germany",49.4398562,7.5964366
3095,"Spokane, Washington",47.6579711,-117.4235319
3096,"Near Leningrad, Russia",59.9310584,30.3609097
3097,"White Plains, New York",41.0339862,-73.7629097
3098,"Avalon, California",33.3428193,-118.3282279
3099,"Belem, Brazil",-1.4563432,-48.501299
3100,Off Tabones Island Philippines,14.8238889,120.0644444
3101,"Moroni, Comoro Islands",-11.7061223,43.2517012
3102,"Shemya AFB, Alaska",52.7228375,174.1123656
3103,"Redzikowo, Poland",54.4695271,17.1242311
3104,"Laguna Soliz, Bolivia",-17.5833333,-62.6
3105,"Cincinnati, Ohio",39.1031182,-84.5120196
3106,"Loveland, Colorado",40.395451,-105.0745837
3107,"Pekanbaru, Indonesia",0.5070677,101.4477793
3108,"Batagay, Russia",67.662513,134.65435
3109,"Near Fredrick, Maryland",39.4142688,-77.4105409
3110,"Rio de la Plata, Argentina",-35.1944557,-56.741207
3111,"Near Menongue, Angola",-14.6594083,17.6984879
3112,"Pinarete Mountain, Mexico",23.634501,-102.552784
3113,"Near Zumba, Ecuador",-4.8636128,-79.1336857
3114,"Cairo, Egypt",30.0444196,31.2357116
3115,"Ust-Barguzin, Russia",53.4123591,109.0339077
3116,"Nailstone, England",52.6618289,-1.3835156
3117,"Near Yerevan, Armenia",40.1872023,44.515209
3118,"Mogadishu, Somalia",2.037148,45.3379067
3119,Madagascar,-18.766947,46.869107
3120,"Caruru, Colombia",1.0126327,-71.2965117
3121,"Chihuahua, Mexico",28.6433753,-106.0587908
3122,"Near Sanyi, Miao-li, Taiwan",24.3892633,120.769476
3123,"Near Zavitinsk, Russia",50.1134132,129.4460203
3124,"Mt. Elena, Colombia",4.570868,-74.297333
3125,"Zeya, Russia",53.7359301,127.2585214
3126,"Paipa, Colombia",5.77977,-73.114725
3127,"Zeleznogorsk, Russian",56.2602634,93.5356304
3128,"Nellis AFB, Nevada",36.2406295,-115.0542759
3129,"Near Babaeski, Turkey",41.4313239,27.091798
3130,"Tehran, Iran",35.7218583,51.3346954
3131,"Casper, Wyoming",42.848709,-106.2980824
3132,"Moerdijk, Netherlands",51.7018167,4.6273499
3133,"Kufstein, Austria",47.58237,12.16275
3134,"St. Thomas, U.S. Virgin Islands",18.3380965,-64.8940946
3135,"Bafoussam, Cameroon",5.4815596,10.4271347
3136,"Sierra de Guerro, Mexico",23.634501,-102.552784
3137,"Norilsk, Russia",69.35579,88.1892938
3138,"Biratnagar, Nepal",26.4524746,87.271781
3139,"Castries, Saint Lucia Island",14.0110158,-60.9897239
3140,"Mt. San Pietro, near Ajaccio, Corsica, France",42.396274,9.326818
3141,"Honolulu, Hawaii",21.3098845,-157.8581401
3142,"Kuala Belait, Brunei",4.5831986,114.2212174
3143,"Near Covenas, Colombia",9.403439,-75.6800867
3144,"Near Gelendzhik, USSR",44.5620352,38.0904574
3145,"Washington, D.C.",38.9071923,-77.0368707
3146,"Near Addis Ababa, Ethiopia",9.0191936,38.7524635
3147,"Logan Airport, Boston, Massachusetts",42.3653985,-71.0107832
3148,"Constanta, Romania",44.1759147,28.6519359
3149,"Djibouti, Djbouti",11.825138,42.590275
3150,"Island of Cheju, South Korea",33.3785614,126.5661908
3151,"Near Srinagar, India",34.0836708,74.7972825
3152,"Mt. Ipao, Philippines",14.637922,121.025663
3153,"Tokyo, Japan",35.6764225,139.650027
3154,"Cerro el Tablazo, Colombia",6.2211111,-75.7472222
3155,"Providence, Rhode Island",41.8239891,-71.4128343
3156,"Mehamn, Norway",71.0357069,27.848941
3157,"Near Woodstock, Illinois",42.3147436,-88.4487021
3158,"Leesburg, Florida",28.810823,-81.8778582
3159,"Branti Airport, Indonesia",-5.25,105.183333
3160,"Queate, Colombia",4.570868,-74.297333
3161,"Near Tanana, Alaska",65.1709277,-152.0887492
3162,"Near Erzurum, Turkey",39.9054993,41.2658236
3163,"Near Yangshuo, Guangxi, China",24.7784299,110.49663
3164,Gulf of Thailand,9.7121198,101.3431058
3165,"Off Aden, Yemen",15.552727,48.516388
3166,"Judsonia, Arkansas",35.2830301,-91.6364649
3167,South Atlantic Ocean,-33.72434,-15.996094
3168,"Brazilia, Brazil",-15.7975154,-47.8918874
3169,"Off Natuma Island, Indonesia",-0.789275,113.921327
3170,"Near Songnam-si, South Korea",37.4073695,127.1162181
3171,"Near Pacatuba, Brazil",-3.918004,-38.603557
3172,"Tabatinga, Brazil",-4.2314729,-69.9369981
3173,"Bombay, India",19.0759837,72.8776559
3174,"Mount Galunggung, Indonesia",-7.2666667,108.0716667
3175,"Southern Belarus, USSR",53.709807,27.953389
3176,"Oganda, Gabon",-0.803689,11.609444
3177,"Near Moscow, Russia",55.755826,37.6173
3178,"Kenner, Louisiana",29.9940924,-90.2417434
3179,"Jolo, Philippines",6.0473648,121.0089611
3180,"Castaic, California",34.4890363,-118.6256552
3181,Pacific Ocean,-8.783195,-124.508523
3182,"Mindat, Myanmar",21.3748075,93.9725378
3183,"Near Managua, Nicaragua",12.1149926,-86.2361744
3184,"Sukhumi, Georgia, USSR",43.0015252,41.0234153
3185,"Near Valladolid, Ecuador",-2.2440836,-79.9243422
3186,"Rio Branco, Brazil",-9.9740249,-67.8098191
3187,"Near Mannheim, West Germany",49.4874592,8.4660395
3188,"Near Malaga, Spain",36.7211784,-4.4217199
3189,"Luxembourg, Luxembourg",49.815273,6.129583
3190,Off Taiwan,23.69781,120.960515
3191,"Lubango, Angola",-14.9186136,13.5321234
3192,"Quetame, Colombia",4.32998,-73.863183
3193,"Near Pueblo, Colorado",38.2705996,-104.6101033
3194,"La Serena, Chile",-29.9026691,-71.2519374
3195,"Near San Andres de Bocay, Nicaragua",14.3143353,-85.1725618
3196,"Rostov-on-Don, Russia",47.2357137,39.701505
3197,"Guangzhou, China",23.1290799,113.26436
3198,"Brainerd, Minnesota",46.3526733,-94.2020084
3199,"Detroit, Michigan",42.331427,-83.0457538
3200,"Ankara, Turkey",39.9333635,32.8597419
3201,"Fayetteville, North Carolina",35.0523673,-78.8783774
3202,"Off Macae, Brazil",-22.3837126,-41.7827578
3203,"Near Shach Goan, Afghanistan",33.93911,67.709953
3204,Barquisimeto Venezuela,10.0677719,-69.3473509
3205,"Newark, New Jersey",40.735657,-74.1723667
3206,"Selawik, Alaska",66.602598,-160.014671
3207,"Near Khartoum, Sudan",15.597431,32.535587
3208,"Leninakan, Russia",47.3074269,39.6434982
3209,"Near Toba, Japan",34.4818168,136.8432542
3210,"Iwakuni AB, Japan",34.1667451,132.2191641
3211,"Guayaquil, Ecuador",-2.1891341,-79.8899031
3212,"Jacksonville, Florida",30.3321838,-81.655651
3213,"Near Ban Ta Khli, Thailand",15.2563799,100.3500327
3214,"En route Miami, FL - Nassau, Bahamas",25.0443312,-77.3503609
3215,"Klyuchi, Russia",56.3220231,160.8433324
3216,"Tanjung Karang, Indonesia",-5.4132021,105.2582845
3217,"Cincinnati International Airport, Covington/Hebron, Kentucky",39.051351,-84.6671453
3218,"Off Quemoy, Taiwan",24.34877913,118.3285644
3219,"Near Cold Bay, Alaska",55.2062621,-162.7174221
3220,"Kauai, Hawaii",22.0964396,-159.5261238
3221,"Niela, Mali",17.570692,-3.996166
3222,"Las Vegas, Nevada",36.171563,-115.1391009
3223,"Labe, Guinea",11.3232042,-12.2891314
3224,"Near Cuenca, Azuay, Ecuador",-2.9001285,-79.0058965
3225,"Off Scilly Islands, UK",55.378051,-3.435973
3226,"Gimli, Manitoba, Canada",50.6320809,-96.9886746
3227,"Grand Canyon, Arizona",36.0544445,-112.1401108
3228,"Near Alma-Ata, Kazakastan, USSR",43.2379761,76.8828618
3229,"Near Sakhalin Island, Russia",50.6909848,142.9505689
3230,"Near Smithers, British Columbia, Canada",54.7817914,-127.1665996
3231,"Guilin, China",25.2736099,110.29002
3232,"Near Mina Jebel Ali, UAE",24.9857145,55.0272904
3233,"Off Lanyu Island, Taiwan",22.0435616,121.548418
3234,"Aracatuba, Brazil",-21.2066711,-50.4387286
3235,"Near Lonkin, Myanmar",25.6324599,96.372467
3236,"Pinckneyville, Illinois",38.0803286,-89.3820321
3237,"Middletown, Pennsylvania",40.199814,-76.7310806
3238,"Lubango, Huila, Angola",-14.9186136,13.5321234
3239,"Landsdowne House, Canada",52.219467,-87.891227
3240,"Madrid-Barajas, Spain",40.4653704,-3.5951518
3241,"Near Enugu, Nigeria",6.4482701,7.5138947
3242,"Near Madrid, Spain",40.4167754,-3.7037902
3243,"Near Medellin, Colombia",6.2476376,-75.5658153
3244,"Paulatuk, Northwest Territory, Canada",69.350935,-124.071209
3245,"Leshukonskoye, Russia",64.8973466,45.7651734
3246,"Amman, Jordan",31.9543786,35.9105776
3247,"Novoagansk, Russia",61.9440344,76.6541042
3248,"Saint Louis, Missouri",38.6270025,-90.1994042
3249,"Sofia, Bulgaria",42.6977082,23.3218675
3250,"Cochabamba, Bolivia",-17.4139766,-66.1653224
3251,"Izhevsk, Russia",56.8618601,53.2324285
3252,"Terre Haute, Indiana",39.4667034,-87.4139092
3253,"Near Debre Zelt, Ethiopia",8.7346496,39.0085346
3254,"Near San Gerardo, El Salvador",13.8092506,-88.4076664
3255,"JFK Airport, New York, New York",40.6446245,-73.7797035
3256,"Barranquilla, Colombia",11.0041072,-74.8069813
3257,"San Borja, Bolivia",-14.8584943,-66.7470439
3258,"Near Rurrenabaque, Bolivia",-14.4296108,-67.5350917
3259,"Near Hunghae, South Korea",36.1074991,129.3439276
3260,Off Bimini,25.7272608,-79.2978993
3261,"Imperatriz, Brazil",-5.5237579,-47.4762224
3262,"Elbet Beni Salama, Egypt",30.3285664,30.4200705
3263,"Chalkhill, Pennsylvania",39.8441427,-79.616648
3264,"Windsor Locks, Connecticut",41.9242917,-72.6454469
3265,"Island Beach, New Jersey",40.0583238,-74.4056612
3266,"Near Sao Pedro d' Aldeia, Brazil",-22.8388744,-42.1025371
3267,"Off Buenavista, Philippines",8.9731805,125.4085129
3268,"Sigonella AFB, Italy",37.4081248,14.9112368
3269,"Tau Island, American Samoa",-14.225644,-169.4366324
3270,"Vieques, Puerto Rico",18.1262854,-65.4400985
3271,"Nawabshah, Pakistan",26.2446966,68.3935487
3272,"Dacca, Bangladesh",23.804093,90.4152376
3273,"Near Memphis, Tennessee",35.1495343,-90.0489801
3274,"Near Wamena, Indonesia",-4.0921497,138.9461887
3275,"San Luis Obispo, California",35.2827524,-120.6596156
3276,"Douala, Cameroon",4.0510564,9.7678687
3277,"Mt. Musaka, Papua, New Guinea",-6.314993,143.95555
3278,"Near Naples, Florida",26.1420358,-81.7948103
3279,"Near the Kwango River, Zaire",-8.374446651,17.67122866
3280,"Opole, Poland",50.6683223,17.9230651
3281,"Quito, Ecuador",-0.1806532,-78.4678382
3282,"Near Sarakchar, Afghanistan",33.93911,67.709953
3283,"Fort Franklin, Canada",65.188683,-123.415802
3284,"Near Omsk, Russia",54.9913545,73.3645204
3285,"Goose Bay, Newfoundland, Canada",53.3086181,-60.3762393
3286,"Near Kabul, Afghanistan",34.5553494,69.207486
3287,"Off Davao, Philippines",7.0736114,125.6110248
3288,"Loja, Peru",-9.189967,-75.015152
3289,"Near Kostroma, USSR",57.7677078,40.9262609
3290,"Jacksonville, Florida",30.3321838,-81.655651
3291,"Near Jaen, Peru",-5.7094412,-78.7986181
3292,"Near Bhojpur, Nepal",27.1779842,87.0524338
3293,"Near Kranoyarsk, Russia",56.0152834,92.8932476
3294,"Near La Paz, Bolivia",-16.489689,-68.1192936
3295,"Kansas City, Kansas",39.1155314,-94.6267873
3296,"Jinan, China",36.6518399,117.12009
3297,"Havana, Cuba",23.1135925,-82.3665956
3298,"Carson, New Mexico",36.3644667,-105.7652927
3299,"Reno, Nevada",39.529919,-119.8142691
3300,"Off Puerto Castilla, Honduras",16.0173268,-85.9585544
3301,"Cerro el Plateado, Colombia",5.9972222,-76.1480556
3302,"Near Buga, Colombia",3.8946048,-76.3055772
3303,"Minsk, Belarus, USSR",53.9006011,27.558972
3304,"Soldotna, Alaska",60.4863829,-151.0571796
3305,"300 nm NW of San Francisco, California",37.7999349,-122.4005561
3306,"Near Durango, Vizcaya, Spain",43.1581081,-2.6735412
3307,"Timbuktu, Mali",16.7665887,-3.0025615
3308,"Near Valdez, Alaska",61.1308812,-146.3498607
3309,"Fort Hood, Texas",31.1363315,-97.7797049
3310,"Near Florencia, Colombia",1.6153858,-75.6042364
3311,"Salta, Argentina",-24.7821269,-65.4231976
3312,"Near Phuket, Thailand",7.9843109,98.3307468
3313,"Las Cruces, New Mexico",32.3199396,-106.7636538
3314,"Santa Rosa, Bolivia",-17.8675159,-64.2476579
3315,"Kulusuk, Greenland",65.5680901,-37.1873002
3316,"Near L'vov, Ukraine, USSR",49.839683,24.029717
3317,"Off Tanegashima, Japan",30.609558,130.9788775
3318,"Cabimas, Venezuela",10.3895862,-71.4692843
3319,"Nashville, Tennessee",36.1626638,-86.7816016
3320,"Athens, Greece",37.9838096,23.7275388
3321,"Juara, Brazil",-11.2535828,-57.508696
3322,"Atlantic Ocean, 110 miles West of Ireland",53.7797554,-7.3055309
3323,"Near Uchuduk, Uzbekistan, USSR",41.377491,64.585262
3324,"Leticia, Colombia",-4.203165,-69.935907
3325,"Ft. Worth-Dallas, Texas",32.7899372,-96.7805931
3326,"Mt. Osutaka, near Ueno Village, Japan",36.0159459,138.687775
3327,"Mulia, Indonesia",-3.700123,137.9647469
3328,"Aden, Yemen",12.7906378,45.0175921
3329,"Manchester, England",53.4807593,-2.2426305
3330,"Auburn, Maine",44.0978509,-70.2311655
3331,"Beale AFB, California",39.111504,-121.3598812
3332,"Near Kandahar, Afghanistan",31.6205076,65.7158193
3333,"Milwaukee, Wisconsin",43.0389025,-87.9064736
3334,Afghanistan,33.93911,67.709953
3335,"Near Kharkov, Ukraine",50.0020127,36.3073994
3336,"Jenkinsburg, Georgia",33.3245628,-84.0357465
3337,"VitÃ³ria da Conquista, Brazil",-14.8577988,-40.8400759
3338,"Off South Head, Australia",-33.8332187,151.2804258
3339,"Near Kutayissi, USSR",42.2718354,42.7060404
3340,"Near Beni, Bolivia",-14.3782747,-65.0957792
3341,"Homer City, Pennsylvania",40.5434007,-79.1622566
3342,"Putao, Myanmar",27.3181901,97.4056928
3343,"Dothan, Alabama",31.2232313,-85.3904888
3344,"Near Sibyak, Indonesia",3.2,98.516667
3345,"Luqa, Malta",35.8598629,14.4888722
3346,"Near Luassingua, Angola",-15.10457176,18.37432303
3347,"Gander, Newfoundland, Canada",48.9564842,-54.6083708
3348,"Near Dhangadhi, Nepal",28.685244,80.621591
3349,"De Kalb, Texas",33.5087256,-94.616319
3350,"Near Peten, Guatemala",16.912033,-90.2995785
3351,"Ellendale, Minnesota",43.8727383,-93.3013213
3352,"Sao Paulo, Brazil",-23.5557714,-46.6395571
3353,"Las Lomitas, Mexico",18.9195893,-96.4798194
3354,"Kasongo, Zaire",-4.4238447,26.6700737
3355,"Off Makung, Taiwan",23.5706269,119.5774616
3356,"Near Bugulma, Russia",54.5298899,52.803851
3357,"Alpena, Michigan",45.0616794,-83.4327528
3358,"Near Naha, Indonesia",3.6854152,125.52725
3359,"Goose Bay, Newfoundland, Canada",53.3086181,-60.3762393
3360,"Omsk, Soviet Union",54.9913545,73.3645204
3361,"Bangui, Central African Republic",4.362156,18.5827765
3362,"Near Pemba, Mozambique",-12.9732026,40.5178014
3363,"Maravatio, Mexico",19.8954098,-100.4477181
3364,"Near Athens, Greece",37.9838096,23.7275388
3365,"Near Magdalena, New Mexico",34.1167305,-107.2439251
3366,"Near Saravena, Colombia",6.956107,-71.872595
3367,"San Salvador, El Salvador",13.6929403,-89.2181911
3368,"Colombo, Sri Lanka",6.9270786,79.861243
3369,"Near Taipei, Taiwan",25.0329636,121.5654268
3370,"Djibouti, Djibouti",11.825138,42.590275
3371,"Antananarivo, Madagascar",-18.9184607,47.5211293
3372,"Near Cairo, Egypt",30.0444196,31.2357116
3373,"Port Ellen, Islay Island",55.6301806,-6.1874153
3374,"Grand Canyon, Arizona",36.0544445,-112.1401108
3375,"Near Syktyvar, Russia",61.6641145,50.8168774
3376,"Maputo, Mozambique",-25.969248,32.5731746
3377,"Off St. Vincent, Leeward Islands",13.2509747,-61.1863473
3378,"Near Wampusirpi, Honduras",15.1961,-84.604637
3379,"Malakal, Sudan",9.5279875,31.6682347
3380,"Texarkana, Arkansas",33.4304827,-94.0361745
3381,"Cerritos, California",33.8583483,-118.0647871
3382,"Karachi, Pakistan",24.8607343,67.0011364
3383,"Hopkinsville, Kentucky",36.8656008,-87.4886186
3384,"Near Mantiqueira, Brazil",-22,-44.75
3385,"San Antonio, Texas",29.4251905,-98.4945922
3386,"Ust-Maya, USSR",60.383333,134.45
3387,"Chiraz, Iran",29.5926119,52.5835646
3388,"Near Komatipoot, South Africa",-25.4467049,31.9446543
3389,"Kuybyshev, Russia",53.203772,50.1606382
3390,"Manhattan, New York",40.7830603,-73.9712488
3391,"Near Peshawar, Pakistan",34.0151366,71.5249154
3392,"Near Managua, Nicaragua",12.1149926,-86.2361744
3393,"Near Zahedan, Iran",29.4893049,60.8639982
3394,"Off Sumburgh Head, Shetlands, Scotland",59.8543369,-1.2745718
3395,"Near Sarowbi, Afghanistan",34.6313402,69.7182676
3396,"Berlin, East Germany",52.5200066,13.404954
3397,"Near Lanzhou, China",36.0613799,103.83417
3398,"Arar, Saudi Arabia",30.9599447,41.0595636
3399,"Near Nasaso, Fiji",-17.713371,178.065032
3400,"Off Bata, Equatorial Guinea",1.8533177,9.7790227
3401,"Abidjan, Ivory Coast",5.3599517,-4.0082563
3402,"Near Asmara, Ethiopia",15.3317304,38.9300394
3403,"Salt Lake City, Utah",40.7607793,-111.8910474
3404,"Tashkent, Uzbekistan",41.2994958,69.2400734
3405,"Off Papua, New Guinea",-6.314993,143.95555
3406,"Near Khost, Afghanistan",33.3338472,69.9371673
3407,"Detroit, Michigan",42.331427,-83.0457538
3408,"Near Almaty, Kazakhstan",43.2379761,76.8828618
3409,"Spokane, Washington",47.6579711,-117.4235319
3410,"Mount San Gorgonio, California",34.098954,-116.8247307
3411,"Near Parachinar, Pakistan",33.9011236,70.0860406
3412,"Medan-Polonia, Indonesia",3.5566892,98.6802177
3413,"Kansas City, Kansas",39.1155314,-94.6267873
3414,"Wilmington, North Carolina",34.2103894,-77.8868117
3415,"Malakal, Sudan",9.5279875,31.6682347
3416,"Mayaguez, Puerto Rico",18.2013463,-67.1451517
3417,"Warsaw, Poland",52.2296756,21.0122287
